Player,Span,Matches,Innings,NO,Runs,Highest_Score,Average,100s,50s,0s,Country
Mohammad Saifuddin,2017-2025,76,45.0,22.0,634.0,51.0,27.56,0.0,2.0,3.0,BAN
SO Ngoche,2010-2025,118,77.0,23.0,634.0,41.0,11.74,0.0,0.0,14.0,KENYA
Waji Ul Hassan,2024-2025,36,30.0,5.0,634.0,115.0,25.36,1.0,3.0,4.0,KSA
SC Cook,2016-2017,11,19.0,0.0,632.0,117.0,33.26,3.0,2.0,3.0,SA
DNT Zoysa,1997-2007,125,87.0,27.0,631.0,47.0,10.51,0.0,0.0,14.0,SL
C Bosch,2024-2026,38,30.0,11.0,630.0,100.0,33.15,1.0,2.0,3.0,SA
RM Haq,2006-2015,75,52.0,13.0,630.0,71.0,16.15,0.0,3.0,7.0,SCOT
Habib Khan,2021-2025,26,24.0,0.0,629.0,90.0,26.2,0.0,4.0,1.0,EST
MD Moxon,1985-1989,18,25.0,1.0,629.0,99.0,26.2,0.0,4.0,3.0,ENG
HG Deane,1924-1931,17,27.0,2.0,628.0,93.0,25.12,0.0,3.0,1.0,SA
KA Jamieson,2020-2026,74,51.0,16.0,628.0,51.0,17.94,0.0,1.0,4.0,NZ
SSM Stanislaus,2020-2024,40,35.0,4.0,627.0,62.0,20.22,0.0,1.0,1.0,MLT
T Duffin,2005-2007,25,27.0,0.0,626.0,88.0,23.18,0.0,4.0,1.0,ZIM
JJ Huo,2019-2025,42,40.0,9.0,626.0,107.0,20.19,1.0,0.0,4.0,MOZ
TW Jarvis,1965-1973,13,22.0,1.0,625.0,182.0,29.76,1.0,2.0,6.0,NZ
K Mishara,2022-2026,28,28.0,2.0,625.0,76.0,24.03,0.0,3.0,2.0,SL
KK Nair,2016-2025,12,17.0,1.0,625.0,303.0,39.06,1.0,1.0,2.0,IND
LE Bosman,2006-2010,28,26.0,1.0,624.0,94.0,24.96,0.0,5.0,4.0,SA
I Takahashi,2022-2026,50,45.0,8.0,623.0,54.0,16.83,0.0,1.0,5.0,JPN
PF Warner,1899-1912,15,28.0,2.0,622.0,132.0,23.92,1.0,3.0,4.0,ENG
AK Sah,2018-2025,31,30.0,2.0,621.0,112.0,22.17,1.0,4.0,2.0,NEP
Fazal Mahmood,1952-1962,34,50.0,6.0,620.0,60.0,14.09,0.0,1.0,10.0,PAK
SR Thompson,2013-2019,64,51.0,9.0,620.0,56.0,14.76,0.0,2.0,2.0,IRE
JAJ Christy,1929-1932,10,18.0,0.0,618.0,103.0,34.33,1.0,5.0,1.0,SA
NRJ Croes,2023-2026,42,34.0,7.0,618.0,52.0,22.88,0.0,2.0,1.0,NED
KD Abeyrathna,2021-2026,36,34.0,4.0,616.0,46.0,20.53,0.0,0.0,1.0,NOR
SA Ahmad,2019-2025,35,31.0,4.0,616.0,66.0,22.81,0.0,3.0,1.0,DEN
Muhammad Amir,2019-2026,61,47.0,5.0,615.0,80.0,14.64,0.0,2.0,4.0,MAS
BR Hartland,1992-1994,25,34.0,1.0,614.0,68.0,18.6,0.0,3.0,4.0,NZ
JH Davey,2010-2025,64,45.0,14.0,613.0,64.0,19.77,0.0,2.0,3.0,SCOT
J Bulele,2019-2022,27,27.0,2.0,612.0,62.0,24.48,0.0,4.0,2.0,MOZ
RC Motz,1961-1969,32,56.0,3.0,612.0,60.0,11.54,0.0,3.0,12.0,NZ
S Mushtaq Ali,1934-1952,11,20.0,1.0,612.0,112.0,32.21,2.0,3.0,1.0,IND
RWV Robins,1929-1937,19,27.0,4.0,612.0,108.0,26.6,1.0,4.0,4.0,ENG
Sohail Tanvir,2007-2017,121,68.0,19.0,612.0,59.0,12.48,0.0,1.0,6.0,PAK
JC Watkins,1949-1957,15,27.0,1.0,612.0,92.0,23.53,0.0,3.0,2.0,SA
T Jamtsho,2019-2026,42,42.0,6.0,611.0,66.0,16.97,0.0,3.0,5.0,BHU
NK Patel,2019-2024,62,48.0,14.0,611.0,52.0,17.97,0.0,1.0,3.0,USA
J Bangura,2021-2025,48,43.0,4.0,610.0,52.0,15.64,0.0,1.0,5.0,SLE
Zakir Hasan,2018-2024,19,32.0,1.0,609.0,100.0,19.64,1.0,4.0,4.0,BAN
D Heyliger,2019-2026,83,55.0,24.0,608.0,56.0,19.61,0.0,1.0,5.0,CAN
Muhammad Asim,2024-2026,24,23.0,7.0,608.0,67.0,38.0,0.0,5.0,4.0,QAT
Shahadat Hossain,2005-2015,95,101.0,37.0,608.0,40.0,9.5,0.0,0.0,14.0,BAN
MS Harris,2018-2022,14,26.0,2.0,607.0,79.0,25.29,0.0,3.0,0.0,AUS
PM Pollock,1961-1970,28,41.0,13.0,607.0,75.0,21.67,0.0,2.0,3.0,SA
RO Hinds,2001-2009,29,34.0,4.0,606.0,84.0,20.2,0.0,2.0,1.0,WI
JT Ikin,1946-1955,18,31.0,2.0,606.0,60.0,20.89,0.0,3.0,4.0,ENG
MLC Foster,1969-1978,16,25.0,5.0,605.0,125.0,30.25,1.0,1.0,0.0,WI
KTGD Prasad,2006-2015,50,51.0,8.0,605.0,47.0,14.06,0.0,0.0,9.0,SL
NG Collins,2019-2023,24,24.0,1.0,604.0,79.0,26.26,0.0,4.0,0.0,FIN
KMA Paul,2018-2023,56,44.0,14.0,603.0,47.0,20.1,0.0,0.0,5.0,WI
AJ Redmond,2008-2013,21,28.0,1.0,603.0,83.0,22.33,0.0,4.0,1.0,NZ
CD Cumming,2003-2009,24,32.0,3.0,602.0,74.0,20.75,0.0,1.0,4.0,NZ
RE Foster,1903-1907,8,14.0,1.0,602.0,287.0,46.3,1.0,1.0,1.0,ENG
AJ Hosein,2021-2026,136,67.0,26.0,602.0,60.0,14.68,0.0,1.0,7.0,WI
M Podosky,2022-2025,35,35.0,4.0,602.0,101.0,19.41,1.0,1.0,6.0,PHI
V Shukla,2024-2026,32,30.0,6.0,602.0,52.0,25.08,0.0,2.0,2.0,OMA
V Ravindran,2023-2025,21,20.0,1.0,601.0,77.0,31.63,0.0,4.0,0.0,HUN
SR Bhudia,2019-2025,49,38.0,6.0,600.0,57.0,18.75,0.0,2.0,2.0,KENYA
AG Steel,1880-1888,13,20.0,3.0,600.0,148.0,35.29,2.0,0.0,1.0,ENG
L Louwrens,2019-2024,27,26.0,1.0,599.0,57.0,23.96,0.0,3.0,1.0,NAM
Mohammed Rizlan,2019-2024,44,37.0,8.0,598.0,72.0,20.62,0.0,3.0,4.0,QAT
BAG Murray,1968-1971,13,26.0,1.0,598.0,90.0,23.92,0.0,5.0,1.0,NZ
NA Foster,1983-1993,77,70.0,19.0,596.0,39.0,11.68,0.0,0.0,12.0,ENG
CS Serjeant,1977-1978,15,26.0,1.0,595.0,124.0,23.8,1.0,2.0,4.0,AUS
BJ McCarthy,2016-2026,121,78.0,23.0,594.0,51.0,10.8,0.0,1.0,14.0,IRE
NM Odhiambo,2010-2024,72,47.0,7.0,594.0,67.0,14.85,0.0,2.0,6.0,KENYA
TJE Andrews,1921-1926,16,23.0,1.0,592.0,94.0,26.9,0.0,4.0,0.0,AUS
Mushfiqur Rahman,2000-2004,38,44.0,5.0,592.0,49.0,15.17,0.0,0.0,9.0,BAN
RG Barlow,1881-1887,17,30.0,4.0,591.0,62.0,22.73,0.0,2.0,3.0,ENG
US Hathinjar,2023-2025,36,36.0,2.0,591.0,74.0,17.38,0.0,4.0,7.0,CAM
HR Lance,1962-1970,13,22.0,1.0,591.0,70.0,28.14,0.0,5.0,1.0,SA
P Mishra,2019-2025,59,49.0,5.0,591.0,55.0,13.43,0.0,3.0,5.0,BUL
DC Smith,2019-2025,34,33.0,2.0,591.0,68.0,19.06,0.0,2.0,4.0,PHI
M Akayezu,2021-2025,95,79.0,9.0,590.0,51.0,8.42,0.0,1.0,13.0,RWN
LOB Cann,2006-2009,26,25.0,3.0,590.0,52.0,26.81,0.0,1.0,3.0,BER
JJ Tucker,2006-2019,31,31.0,2.0,590.0,52.0,20.34,0.0,2.0,1.0,BER
JC Archer,2019-2026,99,69.0,23.0,589.0,51.0,12.8,0.0,1.0,10.0,ENG
MD Craig,2014-2016,15,25.0,9.0,589.0,67.0,36.81,0.0,3.0,1.0,NZ
L Lamin,2021-2025,47,43.0,11.0,589.0,52.0,18.4,0.0,1.0,6.0,SLE
Iqbal Qasim,1976-1988,65,64.0,16.0,588.0,56.0,12.25,0.0,1.0,12.0,PAK
Janak Prakash,2019-2024,43,41.0,12.0,588.0,56.0,20.27,0.0,1.0,2.0,SGP
Manjural Islam Rana,2003-2006,31,32.0,6.0,588.0,69.0,22.61,0.0,2.0,3.0,BAN
Zahir Mohammed,2021-2025,37,34.0,0.0,588.0,85.0,17.29,0.0,3.0,4.0,HUN
AR Nurse,2011-2019,67,48.0,20.0,587.0,44.0,20.96,0.0,0.0,2.0,WI
GEF Barnett,2006-2010,27,27.0,1.0,586.0,77.0,22.53,0.0,1.0,1.0,CAN
K Nitish Kumar Reddy,2024-2026,18,23.0,3.0,586.0,114.0,29.3,1.0,2.0,3.0,IND
Mohammad Haris,2022-2025,41,39.0,3.0,585.0,107.0,16.25,1.0,1.0,5.0,PAK
LV van Beek,2014-2026,68,55.0,18.0,585.0,59.0,15.81,0.0,1.0,6.0,NED
Ahmed Hassan,2023-2025,24,23.0,5.0,584.0,59.0,32.44,0.0,2.0,0.0,SUI
AC Cummins,1991-2007,81,55.0,14.0,584.0,50.0,14.24,0.0,1.0,5.0,WI
Ashfaq Ahmed,2018-2019,28,28.0,0.0,582.0,92.0,20.78,0.0,5.0,3.0,UAE
MP Donnelly,1937-1949,7,12.0,1.0,582.0,206.0,52.9,1.0,4.0,2.0,NZ
WAE Burton,2021-2025,38,36.0,6.0,581.0,84.0,19.36,0.0,2.0,6.0,SRB
JL Carter,2015-2019,33,28.0,3.0,581.0,54.0,23.24,0.0,3.0,1.0,WI
Dawlat Zadran,2011-2019,116,73.0,35.0,581.0,47.0,15.28,0.0,0.0,10.0,AFG
PA Gibb,1938-1946,8,13.0,0.0,581.0,120.0,44.69,2.0,3.0,1.0,ENG
Imal Zuwak,2021-2025,27,27.0,3.0,581.0,70.0,24.2,0.0,3.0,3.0,SWE
S Lamichhane,2018-2026,138,72.0,24.0,581.0,49.0,12.1,0.0,0.0,11.0,NEP
IS Billcliff,2003-2010,21,21.0,0.0,580.0,93.0,27.61,0.0,4.0,0.0,CAN
IDA Damarell,2020-2025,36,32.0,4.0,579.0,52.0,20.67,0.0,2.0,2.0,GUE
LG Pretorius,2025-2026,18,19.0,0.0,578.0,153.0,30.42,1.0,3.0,2.0,SA
Saim Hussain,2022-2023,18,17.0,2.0,578.0,108.0,38.53,1.0,4.0,1.0,BUL
D Visser,2024-2025,17,17.0,3.0,578.0,132.0,41.28,3.0,1.0,1.0,Samoa
Aman Desai,2022-2025,40,38.0,1.0,577.0,64.0,15.59,0.0,2.0,5.0,SGP
A Ferguson,2019-2026,33,29.0,8.0,577.0,86.0,27.47,0.0,3.0,3.0,ARG
V Ganesan,2019-2024,47,40.0,9.0,577.0,61.0,18.61,0.0,2.0,1.0,GER
RM Hogg,1978-1985,109,93.0,33.0,576.0,52.0,9.6,0.0,1.0,16.0,AUS
C Tear,2024-2025,28,26.0,3.0,576.0,80.0,25.04,0.0,4.0,2.0,SCOT
VB Chikkannaiah,2019-2023,27,27.0,2.0,575.0,81.0,23.0,0.0,4.0,1.0,GER
MJR Rindel,1994-1999,22,22.0,1.0,575.0,106.0,27.38,1.0,2.0,1.0,SA
DN Wellalage,2022-2026,50,39.0,11.0,575.0,67.0,20.53,0.0,1.0,3.0,SL
T Perera,2019-2025,35,32.0,7.0,574.0,48.0,22.96,0.0,0.0,3.0,BOT
AP Kuiper,1991-1996,26,25.0,7.0,573.0,63.0,31.83,0.0,3.0,1.0,SA
CE McLeod,1894-1905,17,29.0,5.0,573.0,112.0,23.87,1.0,4.0,5.0,AUS
Mohammad Naveed,2014-2019,70,58.0,20.0,573.0,45.0,15.07,0.0,0.0,5.0,UAE
AJ Mosca,2022-2026,23,21.0,6.0,573.0,78.0,38.2,0.0,4.0,2.0,ITA
OJ Hairs,2010-2025,35,35.0,3.0,572.0,127.0,17.87,1.0,2.0,6.0,SCOT
E Beukes,2023-2025,43,38.0,13.0,571.0,39.0,22.84,0.0,0.0,4.0,CAM
DR Hadlee,1969-1978,37,49.0,7.0,570.0,56.0,13.57,0.0,1.0,12.0,NZ
Hasan Nawaz,2025-2025,29,28.0,4.0,570.0,105.0,23.75,1.0,3.0,5.0,PAK
S Periyalwar,2019-2025,42,35.0,11.0,570.0,105.0,23.75,1.0,3.0,4.0,ROM
GL Jessop,1899-1912,18,26.0,0.0,569.0,104.0,21.88,1.0,3.0,3.0,ENG
DP Viljoen,1997-2001,55,47.0,7.0,569.0,63.0,14.22,0.0,2.0,7.0,ZIM
Dylan Steyn,2022-2024,21,21.0,0.0,568.0,106.0,27.04,1.0,2.0,0.0,CZK-R
BG Rogers,2002-2005,19,23.0,0.0,568.0,84.0,24.69,0.0,5.0,4.0,ZIM
TP Visee,2015-2021,34,34.0,0.0,568.0,78.0,16.7,0.0,3.0,5.0,NED
AAP Atkinson,2023-2025,31,33.0,4.0,567.0,118.0,19.55,1.0,0.0,2.0,ENG
RO Collinge,1965-1978,50,59.0,16.0,567.0,68.0,13.18,0.0,2.0,10.0,NZ
Harmeet Singh,2024-2026,51,37.0,8.0,567.0,59.0,19.55,0.0,2.0,4.0,USA
GF Linde,2019-2026,44,35.0,6.0,567.0,48.0,19.55,0.0,0.0,4.0,SA
Muhamad Syahadat,2019-2026,52,41.0,15.0,566.0,41.0,21.76,0.0,0.0,2.0,MAS
Sohag Gazi,2012-2015,40,39.0,8.0,566.0,101.0,18.25,1.0,0.0,3.0,BAN
DS Bajwa,2023-2026,30,29.0,3.0,565.0,56.0,21.73,0.0,4.0,3.0,CAN
BR McDermott,2018-2023,30,28.0,4.0,565.0,104.0,23.54,1.0,3.0,4.0,AUS
EDAS McMorris,1958-1966,13,21.0,0.0,564.0,125.0,26.85,1.0,3.0,1.0,WI
AS Samra,2023-2025,23,23.0,2.0,564.0,101.0,26.85,1.0,3.0,0.0,PHI
Amjad Ali,2008-2015,22,22.0,1.0,562.0,98.0,26.76,0.0,3.0,0.0,UAE
GO Rabone,1949-1955,12,20.0,2.0,562.0,107.0,31.22,1.0,2.0,0.0,NZ
FA Rose,1997-2000,46,51.0,7.0,561.0,69.0,12.75,0.0,1.0,4.0,WI
UT Yadav,2010-2023,141,94.0,42.0,561.0,31.0,10.78,0.0,0.0,13.0,IND
TS Fray,2019-2025,40,37.0,4.0,560.0,62.0,16.96,0.0,2.0,3.0,BER
Abdur Rehman,2006-2014,61,59.0,12.0,559.0,60.0,11.89,0.0,2.0,8.0,PAK
SKA Awiah,2021-2024,40,34.0,4.0,559.0,96.0,18.63,0.0,2.0,4.0,GHA
OGL Bascome,2019-2025,36,34.0,3.0,559.0,54.0,18.03,0.0,1.0,2.0,BER
MD Dai,2014-2018,27,26.0,2.0,559.0,76.0,23.29,0.0,3.0,1.0,PNG
MO Kitunda,2021-2026,59,45.0,3.0,559.0,46.0,13.3,0.0,0.0,5.0,TAN
AH Omarshah,1983-1996,31,33.0,2.0,559.0,62.0,18.03,0.0,2.0,4.0,ZIM
Tenjin Rabgey,2022-2026,36,36.0,1.0,559.0,74.0,15.97,0.0,4.0,6.0,BHU
SP Narine,2011-2019,122,75.0,22.0,558.0,36.0,10.52,0.0,0.0,11.0,WI
CV Grimmett,1925-1936,37,50.0,10.0,557.0,50.0,13.92,0.0,1.0,7.0,AUS
BC Strang,1995-2001,75,71.0,17.0,557.0,53.0,10.31,0.0,1.0,13.0,ZIM
J Gumbie,2023-2025,22,25.0,0.0,554.0,78.0,22.16,0.0,2.0,2.0,ZIM
SJE Loxton,1948-1951,12,15.0,0.0,554.0,101.0,36.93,1.0,3.0,1.0,AUS
Adnan Idrees,2019-2024,42,37.0,2.0,553.0,80.0,15.8,0.0,3.0,6.0,KUW
RG de Alwis,1983-1988,42,46.0,8.0,553.0,59.0,14.55,0.0,2.0,7.0,SL
M Shumba,2020-2024,44,44.0,10.0,553.0,66.0,16.26,0.0,1.0,1.0,ZIM
AG Chipperfield,1934-1938,14,20.0,3.0,552.0,109.0,32.47,1.0,2.0,1.0,AUS
FA Cossa,2019-2024,37,31.0,10.0,550.0,68.0,26.19,0.0,3.0,4.0,MOZ
DK Morrison,1987-1997,144,114.0,50.0,550.0,42.0,8.59,0.0,0.0,31.0,NZ
Mahedi Hasan,2018-2025,81,58.0,14.0,549.0,33.0,12.47,0.0,0.0,9.0,BAN
JWM Dalrymple,2006-2007,30,29.0,1.0,547.0,67.0,19.53,0.0,2.0,2.0,ENG
Haider Ali,2020-2023,37,34.0,3.0,547.0,68.0,17.64,0.0,3.0,3.0,PAK
PA Raikes,2021-2025,20,20.0,2.0,547.0,74.0,30.38,0.0,4.0,0.0,GIBR
S Jora,2019-2026,44,37.0,6.0,545.0,63.0,17.58,0.0,4.0,1.0,NEP
AR Naidoo,2023-2026,29,27.0,5.0,545.0,53.0,24.77,0.0,1.0,4.0,CAY
DJ Reekers,2006-2009,25,24.0,0.0,545.0,104.0,22.7,1.0,0.0,4.0,NED
CB Llewellyn,1896-1912,15,28.0,1.0,544.0,90.0,20.14,0.0,4.0,6.0,SA
Mohamed Rishwan,2019-2024,36,34.0,1.0,544.0,67.0,16.48,0.0,3.0,3.0,MDV
Arjun Vinod,2021-2025,30,29.0,6.0,544.0,67.0,23.65,0.0,1.0,2.0,SUI
WA Hadlee,1937-1951,11,19.0,1.0,543.0,116.0,30.16,1.0,2.0,1.0,NZ
ML Apte,1952-1953,7,13.0,2.0,542.0,163.0,49.27,1.0,3.0,1.0,IND
HS Gericke,2020-2022,21,20.0,0.0,541.0,91.0,27.05,0.0,4.0,0.0,MLT
R McLaren,2009-2014,68,48.0,19.0,541.0,71.0,18.65,0.0,1.0,3.0,SA
KJ Arnott,1987-1993,17,20.0,3.0,540.0,101.0,31.76,1.0,4.0,1.0,ZIM
T Munyonga,2019-2026,50,44.0,10.0,539.0,44.0,15.85,0.0,0.0,3.0,ZIM
Raghav Dhawan,2024-2025,22,20.0,2.0,539.0,56.0,29.94,0.0,3.0,1.0,UGA
D Pretorius,2016-2022,60,36.0,6.0,536.0,77.0,17.86,0.0,2.0,4.0,SA
Mehrab Hossain jnr,2006-2009,27,31.0,2.0,535.0,83.0,18.44,0.0,2.0,2.0,BAN
VJ Marks,1980-1988,40,34.0,4.0,534.0,83.0,17.8,0.0,3.0,0.0,ENG
ND Laegsgaard,2019-2024,29,28.0,5.0,533.0,91.0,23.17,0.0,3.0,5.0,DEN
PL van der Merwe,1963-1967,15,23.0,2.0,533.0,76.0,25.38,0.0,3.0,3.0,SA
Athar Ali Khan,1988-1998,19,19.0,1.0,532.0,82.0,29.55,0.0,3.0,3.0,BAN
Iqbal Hossain,2021-2023,25,21.0,0.0,532.0,71.0,25.33,0.0,3.0,3.0,AUT
G Stewart,2021-2026,24,21.0,2.0,532.0,76.0,28.0,0.0,3.0,4.0,ITA
Talha Khan,2019-2023,28,28.0,5.0,532.0,69.0,23.13,0.0,3.0,4.0,GER
Ahmed Raza,2014-2022,108,61.0,17.0,531.0,50.0,12.06,0.0,1.0,10.0,UAE
CC Griffith,1960-1969,28,42.0,10.0,530.0,54.0,16.56,0.0,1.0,5.0,WI
LJ Tancred,1902-1913,14,26.0,1.0,530.0,97.0,21.2,0.0,2.0,5.0,SA
PS de Villiers,1992-1998,101,62.0,22.0,529.0,67.0,13.22,0.0,2.0,10.0,SA
ARC Fraser,1989-1999,88,87.0,24.0,529.0,38.0,8.39,0.0,0.0,10.0,ENG
Imran Ali Butt,2019-2024,27,25.0,1.0,529.0,62.0,22.04,0.0,4.0,4.0,BHR
Suraj Kumar,2019-2023,43,32.0,9.0,529.0,62.0,23.0,0.0,3.0,2.0,OMA
Taslim Arif,1980-1980,8,12.0,2.0,529.0,210.0,52.9,1.0,2.0,1.0,PAK
M Coetzee,2023-2025,31,29.0,1.0,528.0,102.0,18.85,1.0,3.0,2.0,HKG
Luka Woods,2024-2025,13,13.0,2.0,528.0,112.0,48.0,1.0,4.0,1.0,SRB
PP Shaw,2018-2021,12,16.0,1.0,528.0,134.0,35.2,1.0,2.0,2.0,IND
DBL Powell,2002-2009,97,83.0,9.0,526.0,48.0,7.1,0.0,0.0,23.0,WI
MD Stoneman,2017-2018,11,20.0,1.0,526.0,60.0,27.68,0.0,5.0,1.0,ENG
CL Vincent,1927-1935,25,38.0,12.0,526.0,60.0,20.23,0.0,2.0,4.0,SA
EA Brandes,1987-1999,69,56.0,13.0,525.0,55.0,12.2,0.0,2.0,5.0,ZIM
GJ Gilmour,1973-1977,20,24.0,2.0,525.0,101.0,23.86,1.0,3.0,3.0,AUS
Usman Khan,2024-2026,40,34.0,7.0,525.0,53.0,19.44,0.0,2.0,2.0,PAK
Arun Yadav,2025-2026,15,15.0,2.0,524.0,86.0,40.3,0.0,3.0,0.0,TAN
Raza Iqbal,2019-2024,31,31.0,3.0,524.0,64.0,18.71,0.0,4.0,4.0,NOR
A Dananjaya,2012-2024,81,58.0,16.0,523.0,50.0,12.45,0.0,1.0,8.0,SL
M Gogev,2024-2025,18,18.0,1.0,523.0,77.0,30.76,0.0,5.0,2.0,BUL
S Gooch,2024-2025,17,17.0,2.0,523.0,72.0,34.86,0.0,5.0,1.0,EST
Abbas Ghani,2023-2025,22,21.0,0.0,522.0,66.0,24.85,0.0,5.0,4.0,HUN
Kamran Ghulam,2023-2025,17,18.0,0.0,522.0,118.0,29.0,2.0,2.0,1.0,PAK
MS Kasprowicz,1995-2006,83,68.0,22.0,522.0,28.0,11.34,0.0,0.0,9.0,AUS
N Mugabe,2023-2025,27,26.0,5.0,522.0,71.0,24.85,0.0,3.0,4.0,KENYA
Ehsan Khan,2016-2026,117,69.0,31.0,521.0,42.0,13.71,0.0,0.0,9.0,HKG
DJ Hooda,2022-2023,31,24.0,6.0,521.0,104.0,28.94,1.0,0.0,2.0,IND
AO Suji,1996-2010,68,51.0,9.0,521.0,67.0,12.4,0.0,1.0,1.0,KENYA
M van Jaarsveld,2002-2004,20,22.0,3.0,521.0,73.0,27.42,0.0,3.0,1.0,SA
J Barker,2019-2024,36,31.0,9.0,519.0,48.0,23.59,0.0,0.0,2.0,LUX
PVD Chameera,2015-2026,147,96.0,29.0,516.0,29.0,7.7,0.0,0.0,16.0,SL
Jaspal Singh,2023-2025,35,35.0,7.0,516.0,65.0,18.42,0.0,3.0,2.0,MLT
R Ngarava,2017-2026,159,90.0,35.0,516.0,48.0,9.38,0.0,0.0,19.0,ZIM
Darwish Rasooli,2022-2026,28,26.0,3.0,515.0,84.0,22.39,0.0,4.0,4.0,AFG
GN Edwards,1976-1981,14,21.0,0.0,515.0,55.0,24.52,0.0,3.0,3.0,NZ
Mirwais Ashraf,2009-2016,71,57.0,19.0,515.0,52.0,13.55,0.0,1.0,5.0,AFG
SA Wijeyeratne,2019-2024,27,23.0,1.0,515.0,63.0,23.4,0.0,6.0,3.0,CAN
Aqeel Wahid,2024-2025,34,27.0,11.0,513.0,65.0,32.06,0.0,1.0,2.0,MAS
CRD Fernando,2000-2016,205,115.0,54.0,513.0,39.0,8.4,0.0,0.0,19.0,SL
GJ Bonnor,1880-1888,17,30.0,0.0,512.0,128.0,17.06,1.0,2.0,5.0,AUS
Nasir Jamal,2014-2024,21,24.0,4.0,512.0,55.0,25.6,0.0,4.0,3.0,AFG
ML Nkala,1998-2006,61,51.0,7.0,512.0,47.0,11.63,0.0,0.0,9.0,ZIM
Umar Amin,2010-2018,34,33.0,1.0,512.0,59.0,16.0,0.0,1.0,4.0,PAK
RJ Bright,1974-1986,36,47.0,12.0,511.0,33.0,14.6,0.0,0.0,7.0,AUS
MJ Richardson,2019-2023,25,24.0,7.0,511.0,61.0,30.05,0.0,2.0,0.0,GER
Tanwir Afzal,2014-2018,41,37.0,5.0,511.0,73.0,15.96,0.0,2.0,7.0,HKG
T Tshose,2019-2026,49,40.0,7.0,511.0,60.0,15.48,0.0,1.0,5.0,BOT
WW Wade,1938-1950,11,19.0,1.0,511.0,125.0,28.38,1.0,3.0,3.0,SA
Amjad Javed,2008-2017,37,31.0,4.0,510.0,76.0,18.88,0.0,2.0,2.0,UAE
WH Scotton,1881-1887,15,25.0,2.0,510.0,90.0,22.17,0.0,3.0,2.0,ENG
Tahir Naqqash,1980-1985,55,42.0,14.0,510.0,61.0,18.21,0.0,2.0,5.0,PAK
M Theekshana,2021-2026,144,74.0,26.0,510.0,38.0,10.62,0.0,0.0,12.0,SL
AJY Hopkins,1902-1909,20,33.0,2.0,509.0,43.0,16.41,0.0,0.0,4.0,AUS
BA Richards,1970-1970,4,7.0,0.0,508.0,140.0,72.57,2.0,2.0,0.0,SA
Maqsood Ahmed,1952-1955,16,27.0,1.0,507.0,99.0,19.5,0.0,2.0,2.0,PAK
S Kaveri,2019-2026,39,34.0,6.0,506.0,46.0,18.07,0.0,0.0,2.0,MEX
JT Murray,1961-1967,21,28.0,5.0,506.0,112.0,22.0,1.0,2.0,3.0,ENG
PV Vuniwaqa,2022-2024,16,16.0,1.0,505.0,72.0,33.66,0.0,2.0,1.0,Fiji
Najjam Shahzad,2019-2025,30,27.0,6.0,504.0,53.0,24.0,0.0,1.0,4.0,POR
GR Adair,2023-2026,21,21.0,0.0,503.0,100.0,23.95,1.0,1.0,0.0,IRE
AS Hansra,2010-2014,32,30.0,6.0,503.0,70.0,20.95,0.0,2.0,2.0,CAN
BK Shepherd,1963-1965,9,14.0,2.0,502.0,96.0,41.83,0.0,5.0,1.0,AUS
Aryan Lakra,2022-2024,26,26.0,2.0,501.0,84.0,20.87,0.0,5.0,3.0,UAE
LR Johnson,2008-2016,15,22.0,0.0,501.0,66.0,22.77,0.0,3.0,3.0,WI
C Roberts,2024-2026,19,19.0,5.0,501.0,53.0,35.78,0.0,2.0,1.0,Fran
CL Smith,1983-1986,12,18.0,1.0,501.0,91.0,29.47,0.0,3.0,1.0,ENG
Umer Toor,2022-2024,33,33.0,1.0,501.0,72.0,15.65,0.0,2.0,4.0,BHR
FA Allen,2018-2025,62,45.0,12.0,498.0,51.0,15.09,0.0,1.0,7.0,WI
MJ Leach,2018-2024,39,59.0,22.0,498.0,92.0,13.45,0.0,1.0,7.0,ENG
ME Chapple,1953-1966,14,27.0,1.0,497.0,76.0,19.11,0.0,3.0,2.0,NZ
S Chattergoon,2006-2009,22,24.0,2.0,497.0,54.0,22.59,0.0,2.0,2.0,WI
Hisham Shaikh,2021-2025,41,31.0,9.0,497.0,47.0,22.59,0.0,0.0,1.0,KSA
AK Mohan,2019-2025,32,32.0,1.0,497.0,67.0,16.03,0.0,2.0,3.0,FIN
Ali Raza,2021-2025,29,26.0,1.0,497.0,64.0,19.88,0.0,3.0,3.0,BEL
JB Bolus,1963-1964,7,12.0,0.0,496.0,88.0,41.33,0.0,4.0,0.0,ENG
JK Vifah,2019-2024,31,31.0,3.0,496.0,63.0,17.71,0.0,3.0,1.0,GHA
TL Best,2003-2014,57,55.0,15.0,494.0,95.0,12.35,0.0,1.0,10.0,WI
TB de Bruyn,2017-2022,15,27.0,1.0,494.0,101.0,19.0,1.0,0.0,2.0,SA
D Gumyusenge,2024-2025,35,32.0,3.0,494.0,68.0,17.03,0.0,2.0,8.0,RWN
DJ Callaghan,1992-2000,29,25.0,6.0,493.0,169.0,25.94,1.0,0.0,2.0,SA
AA Mulla,2006-2009,28,28.0,0.0,493.0,58.0,17.6,0.0,1.0,3.0,CAN
PM Nevill,2015-2016,26,28.0,6.0,493.0,66.0,22.4,0.0,3.0,1.0,AUS
Sher Sahak,2021-2025,34,30.0,7.0,493.0,70.0,21.43,0.0,2.0,1.0,NOR
